City,Latitude,Longitude,Temperature,Rainfall,Population Growth Factor,Holiday,Day of Week,Unemployment Rate (%),Median Income ($),Food Price Index,Inflation Rate (%),Stock Availability (%),Transportation Efficiency (%),Delivery Delays (%),Storage Capacity (%),Humidity (%),Air Quality Index,Heatwave,Cold Wave,Major Event,Tourist Influx (%),Food Demand,Fuel Prices,Holiday Indicator,Year,Month,Day,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_14,EMA_7,EMA_14,Fourier_7,Fourier_14
4,40.7128,-74.006,25.5,3.4,1.034,1,4,9.590253661435677,49305.13189003871,118.83571691471742,5.526753209780319,59.78955673946482,72.08083902625496,2.015560027548533,50.91109128257749,44.5640508786455,67.56005246414088,0,0,0,3.8075531585873614,3501.2,11.883571691471744,1,2023,2,10,3296.9,3692.3,3267.4,3325.2428571428572,3429.371428571428,3318.90815160338,3413.6490989098343,3453.9308903014385,3466.2528794750024
4,40.7128,-74.006,17.9,12.2,1.034,0,5,3.498320539221603,45948.78151468807,115.34625932908364,1.1163596786791294,90.72342412944678,78.45564324320199,2.363296552433125,84.83685826820754,25.694414644932984,62.72565711277879,0,0,0,1.8713539787806013,4197.0,11.534625932908364,1,2023,2,11,3596.4,3977.3,3343.4,3411.042857142857,3445.0642857142857,3538.4311137025347,3518.0958857218566,3453.9273930221693,3466.2226903563947
4,40.7128,-74.006,19.1,10.9,1.034,0,6,7.402599927459188,73873.60067635265,112.05213131411656,5.017404651924243,64.10172862856533,75.32318631339169,15.012295032817168,90.3417369633632,46.338170987164105,62.52510750480032,0,0,0,2.792021248679025,3720.4,11.205213131411655,1,2023,2,12,3895.7,4018.4,3052.7,3386.0,3423.7785714285715,3583.923335276901,3545.069767625609,3453.923885171335,3466.1924195232245
4,40.7128,-74.006,30.3,9.1,1.034,0,0,5.604126600549482,68820.64803709983,100.22410620759054,5.653786628017824,92.9206375921506,82.86982082125056,15.017421355829947,87.72714370423412,28.31725413876504,67.62893701656573,0,0,0,3.7302243963271167,3189.8,10.022410620759054,0,2023,2,13,3000.0,3000.0,3471.7,3413.1142857142854,3437.335714285714,3485.3925014576757,3497.700465275528,3453.920367205221,3466.1620716815037
4,40.7128,-74.006,22.8,3.2,1.034,0,1,3.721867081851528,75127.64533397833,105.15757117343573,5.132287330538708,66.00248005153058,96.865696854886,7.784033574683262,50.54188257401492,35.65170869636168,194.4833809160917,0,0,1,19.39757653415278,6029.2,10.515757117343574,0,2023,2,14,3000.0,3105.5,3867.4,3845.8571428571427,3646.171428571429,4121.344376093257,3835.2337365721246,3453.9168395806673,3466.13165149164
4,40.7128,-74.006,22.8,13.0,1.034,0,2,9.654250028562892,58671.89440616431,108.95511636509396,3.2422276098915987,64.66053858490322,79.85993636109748,13.450369121540769,87.618726471884,68.7024082289232,118.181159715166,0,0,0,2.921571559615501,3053.1,10.895511636509395,1,2023,2,15,3153.8,3672.3,5645.7,3831.4714285714285,3601.942857142857,3854.2832820699427,3730.949238362508,3453.913302755047,3466.1011635677705
4,40.7128,-74.006,22.7,20.6,1.034,0,3,8.54105330608094,69480.9071397277,92.73618309146072,3.472101523512907,52.877938000832216,86.48586646971206,8.83061002746754,94.38520913791498,51.89597269499991,143.0198896702305,0,0,0,0.9406057986188066,3239.8,9.273618309146071,0,2023,2,16,3129.6,3664.1,3519.7,3847.214285714286,3571.6357142857146,3700.662461552457,3665.462673247507,3453.9097571862585,3466.0706124771114
4,40.7128,-74.006,28.9,7.2,1.034,0,4,4.000941774369851,68075.53158587361,108.54654189948783,1.5056133806139511,54.20534030574987,91.0290739437736,1.4552601272838706,91.0930029645178,57.52674564408843,96.42914244294916,0,0,0,3.4236558627693965,3794.4,10.854654189948784,0,2023,2,17,3501.2,3296.9,3190.8,3889.1,3607.1714285714284,3724.096846164343,3682.6543168145063,3453.906203332713,3466.0400027393216
4,40.7128,-74.006,22.9,10.6,1.034,1,5,7.943695590095474,34067.43903209499,92.54513142255576,5.933197892505877,68.71353978780601,81.11926441200673,16.25599134515005,97.36242886919294,62.93906371550529,112.73645544359285,0,0,0,4.330319447502042,3588.3,9.254513142255576,1,2023,2,18,4197.0,3596.4,3542.0,3802.1428571428573,3606.592857142857,3690.147634623257,3670.073741239239,3453.902641653317,3466.009338825853
4,40.7128,-74.006,27.7,4.7,1.034,0,6,8.440028411492058,57920.21248679025,102.7266602774093,5.53177192547368,55.559874115307565,84.77875312872578,0.2270728953483813,73.43303209970631,78.9483246194996,175.74930570667067,0,0,0,2.074097511688326,3529.4,10.27266602774093,1,2023,2,19,3720.4,3895.7,3286.5,3774.8571428571427,3580.4285714285716,3649.960725967443,3651.3172424073405,3453.899072607466,3465.9786251593387
4,40.7128,-74.006,21.8,11.3,1.034,0,0,3.3941229297728617,35940.89581340359,93.52578740331316,4.246051510580318,87.30224396327117,87.5010629529148,19.24345096949084,68.7435289761852,89.76457859517338,133.31475584039413,0,0,0,4.72382864941214,3000.0,9.352578740331316,1,2023,2,20,3189.8,3000.0,3786.8,3747.7428571428572,3580.4285714285716,3487.4705444755823,3564.474943419695,3453.895496655028,3465.947866112962
4,40.7128,-74.006,24.5,10.2,1.034,0,1,4.565170869636169,78161.12697203056,90.36463424069449,5.849394133538195,52.1579955975288,96.73429341094212,10.554022181725998,99.64823980596502,67.01904790840997,142.71923606868438,0,0,0,0.5677879609981451,3000.0,9.03646342406945,0,2023,2,21,6029.2,3000.0,3629.0,3315.0,3580.4285714285716,3365.602908356687,3489.2116176304025,3453.891914256329,3465.917066009844
4,40.7128,-74.006,24.3,1.3,1.034,0,2,3.5165759531477923,57692.71422006604,119.07907606857296,3.615489220850744,81.46993190676312,90.87246066953853,9.090821295355465,81.37790400420317,58.63347871421399,134.14069573030793,0,0,0,2.0174143310619854,3242.8,11.907907606857297,1,2023,2,22,3053.1,3153.8,6414.5,3342.1,3586.7857142857138,3334.902181267515,3456.356735279682,3453.888325872146,3465.8862291224464
4,40.7128,-74.006,29.3,2.2,1.034,0,3,3.318124662390205,44048.15947961152,118.51234452229676,5.4513189194545815,72.78283763928565,88.6039779340461,5.547623659622653,59.40605798618807,61.29423807982432,108.83660676495984,0,0,0,4.520793472468742,3450.4,11.851234452229676,0,2023,2,23,3239.8,3129.6,3317.1,3372.1857142857148,3609.7,3363.7766359506363,3455.562503909058,3453.8847319636884,3465.855359671969
4,40.7128,-74.006,26.6,9.6,1.034,0,4,6.245888834579875,47667.61140130264,107.50968335552616,1.388673184824924,98.71974038330832,99.58632233438809,13.963234280394904,76.80481831720601,80.36545961227216,192.4280935486464,0,0,0,4.632938125807472,3427.5,10.750968335552615,0,2023,2,24,3794.4,3501.2,3354.9,3319.7714285714287,3604.4357142857143,3379.707476962977,3451.8208367211837,3453.8811329925884,3465.824461827768
4,40.7128,-74.006,28.4,14.2,1.034,0,5,7.793118207877155,38130.84696724456,117.32781553481529,5.112686214615845,97.4899956645962,91.7715852516508,12.268303918715798,70.91215181453094,36.81019331447352,61.37949921629959,0,0,0,0.6402291947888622,3507.1,11.73278155348153,0,2023,2,25,3588.3,4197.0,3436.7,3308.171428571429,3555.157142857143,3411.5556077222327,3459.191391825026,3453.877529420889,3465.793539706772
4,40.7128,-74.006,28.8,10.3,1.034,0,6,9.529099383478092,73303.19447502043,91.35656010318569,1.13183487248626,68.82316834390248,94.316599923455,19.74552258629889,57.52084455517641,82.77518869342083,121.09424603943086,0,0,0,0.8615993560081492,3413.3,9.135656010318568,0,2023,2,26,3529.4,3720.4,3692.3,3291.585714285714,3533.2214285714285,3411.9917057916746,3453.0725395816894,3453.8739217110237,3465.7625973729128
4,40.7128,-74.006,16.5,7.8,1.034,1,0,9.789400784702222,72105.94615678545,115.14986114133411,3.3434657989748517,70.74097511688326,78.20221215792118,1.1275099330185423,93.23611881275266,45.49889027336528,125.51259062822854,0,0,0,0.1965606992054946,3073.0,11.514986114133412,0,2023,2,27,3000.0,3189.8,3977.3,3302.0142857142855,3524.878571428572,3327.2437793437557,3402.3962009707975,3453.8703103258167,3465.7316388365643
4,40.7128,-74.006,35.6,-2.3,1.034,0,1,8.690307063910543,79985.88366430653,119.89910511221716,3.777158528013137,88.44937075902553,98.34297189647285,16.99294781354823,62.36740508715988,24.275457189840463,91.53164722208057,1,0,0,3.741298451918292,3000.0,11.989910511221716,0,2023,2,28,3000.0,6029.2,4018.4,3302.0142857142855,3308.5071428571428,3245.4328345078166,3348.7433741746913,3453.8666957284568,3465.700668053984
4,40.7128,-74.006,24.4,2.5,1.034,0,2,9.678357190811056,60308.731722544006,96.85928416510389,4.358503422029283,80.90641202289478,80.74488154098522,2.2711518439925804,83.57865977963998,72.32296566936296,55.50248043358968,0,0,0,3.566747929422762,3440.3,9.68592841651039,1,2023,3,1,3242.8,3053.1,3000.0,3330.2285714285713,3336.164285714286,3294.1496258808625,3360.9509242847325,3453.863078382493,3465.6696889267782
4,40.7128,-74.006,20.4,10.4,1.034,0,3,6.642153906326553,68615.91958678197,105.6049050333598,5.2609075015927,77.59534193872427,86.82813914606159,17.5330720531669,70.17414331061985,57.28320865185162,86.37057554520945,0,0,0,1.8864208155231128,3100.4,10.56049050333598,1,2023,3,2,3450.4,3239.8,3105.5,3280.2285714285713,3326.2071428571426,3245.712219410647,3326.210801046768,3453.8594587518173,3465.6387053013523
4,40.7128,-74.006,33.2,13.8,1.034,0,4,7.928558376694565,40648.20807544554,94.0911442676031,1.0727233283394098,67.52937794032985,87.69753060563899,7.844880901994646,71.87374610118646,54.89095392503401,63.03804321311355,0,0,0,2.9342055901043955,3871.7,9.40911442676031,1,2023,3,3,3427.5,3794.4,3672.3,3343.6857142857143,3331.7285714285717,3402.209164557985,3398.9426942405325,3453.8558373006554,3465.607720968397
4,40.7128,-74.006,13.9,7.9,1.034,0,5,9.32911086145624,47412.773351165015,105.41968467479433,4.918265063705715,69.8271391160635,88.66260100683621,17.247274174934905,97.47603118288212,65.2142068932121,135.61674570033676,0,0,0,4.932576243964898,3303.1,10.541968467479434,0,2023,3,4,3507.1,3588.3,3664.1,3314.542857142857,3311.3571428571427,3377.4318734184885,3386.163668341795,3453.852214493548,3465.576739662357
4,40.7128,-74.006,15.7,3.1,1.034,0,6,6.213950293667829,79001.62876427386,104.77854281978608,2.643758051437541,81.67004271583629,77.2043685633458,1.5172665621732784,56.44398609553246,39.956661808569294,76.00603929421322,0,0,0,0.401168728308211,4040.8,10.477854281978608,0,2023,3,5,3413.3,3529.4,3296.9,3404.1857142857143,3347.8857142857146,3543.2739050638666,3473.448512562889,3453.8485907953464,3465.5457650609314
4,40.7128,-74.006,21.6,3.7,1.034,0,0,3.896320872704407,37595.13467561472,94.1648151794823,4.204373724016073,59.09400421995724,80.3700184997159,17.935768198120236,73.69808201314362,87.86293032927583,179.82606888409703,0,0,0,1.289514135224699,3000.0,9.416481517948233,0,2023,3,6,3073.0,3000.0,3596.4,3393.7571428571428,3347.8857142857146,3407.4554287979,3410.3220442211705,3453.8449666711886,3465.51480078457
4,40.7128,-74.006,30.3,8.9,1.034,0,1,4.346023131660695,32043.430813323943,95.06805189216492,2.392951695159793,58.85052421383734,72.66107601271167,2.412717422012016,73.03893840163629,33.093062399026635,98.55188546063656,0,0,0,2.538051893422275,3350.1,9.506805189216491,0,2023,3,7,3000.0,3000.0,3895.7,3443.7714285714287,3372.8928571428573,3393.116571598425,3402.2924383250147,3453.841342586494,3465.483850395976
4,40.7128,-74.006,16.4,4.6,1.034,0,2,4.444336028840548,48213.49305240378,105.1025181256457,4.451974143146827,51.965606992054944,93.98231196727129,12.558007789818156,54.08795159744359,30.80539006919416,122.17101527822264,0,0,0,0.2591176841121345,3000.0,10.51025181256457,1,2023,3,8,3440.3,3242.8,3000.0,3380.871428571429,3355.55,3294.8374286988187,3348.653446548346,3453.8377190069523,3465.4529173996357
4,40.7128,-74.006,33.4,6.9,1.034,0,3,8.64340895855143,67412.98451918291,95.53563058069132,2.0467466166835515,68.5236051395691,84.53568955573064,12.36509543060592,68.44568197848862,67.70519055567505,164.034178983453,0,0,0,2.357880942750792,3350.2,9.553563058069132,0,2023,3,9,3100.4,3450.4,3000.0,3416.557142857143,3348.3928571428573,3308.678071524114,3348.8596536752334,3453.834096398501,3465.4220052413366
4,40.7128,-74.006,22.7,0.8,1.034,0,4,6.237743012932035,67373.54690668783,91.10049608671794,2.262184721720104,85.66747929422762,96.85620513061598,10.233548842313322,76.60567426326578,28.700805643988133,159.63012128054663,0,0,0,0.9061653308283008,3633.1,9.110049608671794,1,2023,3,10,3871.7,3427.5,3153.8,3382.4714285714285,3363.078571428571,3389.7835536430853,3386.7583665185357,3453.83047522732,3465.3911173077045
4,40.7128,-74.006,30.6,6.4,1.034,0,5,6.728320865185163,42123.52518173648,98.07729692848145,2.886420815523113,51.00355988888632,79.66237496749535,4.2289601399308925,66.37486760889573,31.45591600059932,74.63986968964895,0,0,0,3.3259861034810005,3923.5,9.807729692848143,1,2023,3,11,3303.1,3507.1,3129.6,3471.1,3392.8214285714284,3523.212665232314,3458.3239176493976,3453.8268559598164,3465.360256925754
4,40.7128,-74.006,29.8,7.1,1.034,0,6,3.8383349227347594,74526.36403699475,107.80777360662144,4.395511595722448,89.45856193036691,84.95326596787172,1.7384057617484738,76.85532709092739,50.73944359991529,106.54166441373611,0,0,0,1.5068893708207105,3977.3,10.780777360662144,0,2023,3,12,4040.8,3413.3,3501.2,3462.0285714285715,3433.1071428571427,3636.7344989242356,3527.520728629478,3453.8232390626126,3465.329427362443
4,40.7128,-74.006,24.3,10.2,1.034,0,0,6.021616823607756,36379.01513977819,98.51327717396174,2.8154114819931757,82.29586206658007,87.12334914006736,7.121934517956925,99.32576243964898,63.69665971397944,67.53470610625462,0,0,0,3.138540265357089,3443.0,9.851327717396174,0,2023,3,13,3000.0,3073.0,4197.0,3525.3142857142857,3459.535714285714,3588.3008741931767,3516.251298145548,3453.819625002528,3465.2986318242292
4,40.7128,-74.006,31.9,0.8,1.034,0,1,7.24042373549821,41861.33958679973,93.0534741786121,1.76429569592166,62.29788641922541,74.82044119778666,3.7313404810261153,64.25475843469235,82.57248081356704,168.2895816836796,0,0,0,1.5586103389777413,3119.0,9.305347417861212,1,2023,3,14,3350.1,3000.0,3720.4,3492.2999999999997,3468.035714285714,3470.9756556448824,3463.284458392808,3453.8160142465745,3465.26787345666
4,40.7128,-74.006,24.4,9.2,1.034,0,2,5.87277778892763,79118.93084543032,93.36116706504156,2.9892779952287083,98.47352166376844,95.9652137768194,16.3414414189856,62.895141352247,77.48801132704091,66.59476054328108,0,0,0,0.6374433116599121,3202.9,9.336116706504155,0,2023,3,15,3000.0,3440.3,3189.8,3521.285714285714,3451.078571428571,3403.956741733662,3428.5665306071005,3453.812407261934,3465.2371553439384
4,40.7128,-74.006,25.4,3.9,1.034,0,3,4.196213111730461,63432.16099622155,117.88127967382758,3.783814465069649,78.580634473495,78.39937280980853,15.389858663838735,59.35218742787617,70.4025575582252,146.1721449327946,0,0,0,2.713622216737981,3085.6,11.788127967382758,1,2023,3,16,3350.2,3100.4,6029.2,3483.4857142857145,3450.0214285714283,3324.3675563002466,3382.8376598594873,3453.8088045159525,3465.2064805085347
4,40.7128,-74.006,21.7,3.9,1.034,0,4,6.553272650791185,42120.48662075401,93.44510474217611,4.053100212208163,64.43152766201278,87.43714664267837,3.0872543054840462,74.05700509274087,86.30983377282708,73.00271046741203,0,0,0,2.52944339442233,3506.0,9.344510474217612,1,2023,3,17,3633.1,3871.7,3053.1,3465.328571428571,3423.9,3369.775667225185,3399.259305211556,3453.8052064761237,3465.17585191078
4,40.7128,-74.006,28.5,8.5,1.034,0,5,6.7281260278611015,32591.176841121345,100.0981283458176,1.6720733846948712,53.16874852363839,99.69880697169836,6.447076899494459,90.49372229273176,68.76555767138245,188.37490717659435,0,0,0,0.7626952145713067,3667.5,10.00981283458176,0,2023,3,18,3923.5,3303.1,3239.8,3428.7571428571428,3449.9285714285716,3444.2067504188885,3435.0247311833486,3453.8016136100764,3465.1452724484793
4,40.7128,-74.006,28.4,9.8,1.034,0,6,8.321595019227805,59781.93703039222,104.14728565650476,3.059204570736343,67.44341332714977,97.88587432743478,16.612388155754584,98.25134553332563,27.92666320885287,197.72617984435016,0,0,0,0.6233134060163342,3525.6,10.414728565650478,0,2023,3,19,3977.3,4040.8,3794.4,3364.2285714285713,3413.128571428571,3464.5550628141664,3447.101433692236,3453.7980263855593,3465.1147449565397
4,40.7128,-74.006,23.9,7.6,1.034,0,0,3.870080564398813,66543.3737601822,118.15021370463114,1.9061653308283009,53.32481336833887,92.23361947870175,11.489462263598238,92.0914388379136,23.8333147175422,100.27958624688516,0,0,0,0.0231601150230142,3000.0,11.815021370463114,0,2023,3,20,3443.0,3000.0,3588.3,3300.942857142857,3413.128571428571,3348.416297110625,3387.487909199938,3453.794445270432,3465.084272206599
4,40.7128,-74.006,29.8,14.8,1.034,0,1,4.411391240334211,38182.79714328523,94.9279739379298,5.07287360115691,83.25986103481,85.69196274307357,7.176609682470049,93.8600270406554,51.6552558622865,83.69072344099729,0,0,0,0.7042851018989993,3135.1,9.492797393792982,0,2023,3,21,3119.0,3350.1,3529.4,3303.2428571428572,3397.7714285714283,3295.0872228329686,3353.8361879732797,3453.790870732649,3465.0538569066794
4,40.7128,-74.006,30.5,7.1,1.034,0,2,5.747115751958448,70829.97197357885,103.17404725710657,2.884722147124538,73.13398928348032,79.04133622492427,14.952187603525022,75.13601950462396,60.64118451946304,144.83964318792954,0,0,1,13.270747440334212,5896.6,10.317404725710658,0,2023,3,22,3202.9,3000.0,3000.0,3688.057142857143,3604.671428571429,3945.4654171247266,3692.871362910176,3453.787303240245,3465.0235017008245
4,40.7128,-74.006,28.3,5.6,1.034,0,3,5.68723854961248,57177.64305569943,117.1941633289364,4.1211899795699605,55.8449020354182,98.19496370840426,12.554161061428356,66.7452807328543,72.49723292794245,81.48583896433786,0,0,0,1.0256982024100358,3121.3,11.71941633289364,1,2023,3,23,3085.6,3350.2,3000.0,3693.1571428571433,3588.3214285714284,3739.424062843545,3616.6618478554856,3453.7837432613264,3464.993209168779
4,40.7128,-74.006,24.5,10.0,1.034,0,4,3.974904508643711,69701.2594635148,108.6021826778554,3.667305459881608,94.69462915254788,93.65791633673592,3.033497594655024,65.5861033897774,74.28693316865073,117.99332521220414,0,0,0,2.2038137346911406,3763.0,10.86021826778554,1,2023,3,24,3506.0,3633.1,3242.8,3729.871428571429,3597.6,3745.3180471326586,3636.1736014747544,3453.780191264053,3464.962981825652
4,40.7128,-74.006,21.8,13.0,1.034,0,5,3.234727043150456,58494.48424356582,112.87376057222072,5.383828183808747,67.10408743579538,94.6377191401604,2.2126347391041445,92.3226145867259,38.952127120048765,146.59993148585238,0,0,0,0.1269317783017243,3470.8,11.287376057222072,0,2023,3,25,3667.5,3923.5,3450.4,3701.7714285714287,3565.264285714286,3676.688535349494,3614.123787944787,3453.7766477166256,3464.9328221216056
4,40.7128,-74.006,27.1,10.1,1.034,0,6,3.8924206363238767,49864.36452801836,113.9188609733866,1.749587136743869,61.46256976163208,91.667577051792,14.400730730921488,82.05738164426486,36.175235761165,150.78391153980925,0,0,1,2.082171639691477,5852.4,11.39188609733866,0,2023,3,26,3525.6,3977.3,3427.5,4034.1714285714293,3699.2000000000003,4220.61640151212,3912.5606162188155,3453.7731130872767,3464.902732441549
4,40.7128,-74.006,24.0,-3.5,1.034,0,0,4.76259341234867,47284.79967519597,95.44793150404276,5.542252806668142,79.16958973830603,82.02554250290919,9.240116072882651,97.36416698059077,79.89875276744,174.53297968504876,0,0,0,3.3404256828532306,3030.1,9.544793150404276,1,2023,3,27,3000.0,3443.0,3507.1,4038.471428571429,3669.707142857143,3922.98730113409,3794.8992007229735,3453.769587844253,3464.8727151048442
4,40.7128,-74.006,19.9,5.4,1.034,0,1,4.073459821812561,59311.49160083986,105.17666036653398,4.05727117717324,50.90550919104203,96.16371726832456,18.642365649672247,78.25665917946044,34.552037860221915,53.97983058107296,0,0,0,2.915207804848461,3073.0,10.5176660366534,1,2023,3,28,3135.1,3119.0,3413.3,4029.6,3666.421428571429,3710.4904758505677,3698.6459739599104,3453.766072455803,3464.842772365017
4,40.7128,-74.006,30.8,4.8,1.034,0,2,7.95067044019379,37626.95214571307,107.2886508050044,4.03357523191428,71.2065335651193,92.09332706874169,18.68734029538029,96.2784256453388,38.764454857601336,143.6223361773701,0,0,0,2.7602359042599014,3045.8,10.72886508050044,0,2023,3,29,5896.6,3202.9,3073.0,3622.3428571428567,3655.2000000000003,3544.3178568879257,3611.599844098589,3453.7625673901675,3464.8129064094906
4,40.7128,-74.006,21.6,8.2,1.034,0,3,6.155875599828924,35661.90229203776,119.54523596887005,5.194490432229671,56.233134060163344,97.62525647852117,17.397927241242567,75.94190285630361,80.79275831285389,123.11467973742704,0,0,0,3.999276279736576,3000.0,11.954523596887006,0,2023,3,30,3121.3,3085.6,3000.0,3605.0142857142855,3649.0857142857144,3408.238392665944,3530.053198218777,3453.7590731155574,3464.7831193593083
4,40.7128,-74.006,21.6,3.7,1.034,0,4,3.38333147175422,46759.86208229505,114.08560345794037,1.0231601150230143,66.6749585845572,81.9450608077283,10.747912058758455,95.99278082063802,78.44511657595095,197.6603271055328,0,0,0,0.8583964292415175,3356.4,11.408560345794037,1,2023,3,31,3763.0,3506.0,3440.3,3546.9285714285716,3638.4,3395.278794499458,3506.899438456274,3453.75559010015,3464.7534132688957
4,40.7128,-74.006,25.6,14.4,1.034,0,5,5.4244219605617285,47347.660094811385,112.12503744329246,3.261089704449036,61.2302411469991,83.57318548398081,2.817140407595997,58.819349325311165,39.18386544810442,133.126700377369,0,0,0,4.1487090185360085,3573.5,11.212503744329249,0,2023,4,1,3470.8,3667.5,3100.4,3561.6,3631.6857142857143,3439.8340958745935,3515.779513328771,3453.752118812072,3464.723790125807
4,40.7128,-74.006,24.0,3.6,1.034,0,6,9.4039213074767,48119.694955831656,107.4176505083413,4.161321439597652,50.65472282941669,89.90612116050131,3.5607193373950285,98.05351587347276,46.81969697746482,127.83765579242564,0,0,0,0.831416843780397,3842.7,10.74176505083413,0,2023,4,2,5852.4,3525.6,3871.7,3274.5,3654.3357142857144,3540.550571905945,3559.3689115516017,3453.74865971938,3464.6942518504957
4,40.7128,-74.006,25.6,2.9,1.034,0,0,4.040639094271791,50731.20618635119,92.56049004235932,5.984371259229737,75.10975051656213,87.86155051960131,1.3415295477685496,87.49802351995889,40.20856157394899,103.35090746974237,0,0,0,1.4856085781158752,3086.8,9.256049004235932,0,2023,4,3,3030.1,3000.0,3303.1,3282.6,3660.535714285714,3427.112928929459,3496.3597233447217,3453.745213290062,3464.664800296096
4,40.7128,-74.006,24.4,-0.2,1.034,0,1,4.43597748337405,39534.38603318333,91.09649003544284,3.360334725549996,78.24205666313082,71.97125918285057,15.510552333900211,72.66444173740138,38.35848310098776,139.2616896050382,0,0,0,2.481831236006182,3138.6,9.109649003544284,0,2023,4,4,3073.0,3135.1,4040.8,3291.9714285714285,3660.7857142857147,3354.9846966970945,3448.658426898759,3453.741779992007,3464.6354372482047
